accountS,symbol,security_type,order_type,strategy_alias,note
-1,-1,-1,-1,103,Defult
-1,002728.SZ,-1,101|102,105,
-1,002828.SZ,-1,101|102,105,
-1,002937.SZ,-1,101|102,105,
-1,002875.SZ,-1,101|102,105,
-1,002958.SZ,-1,101|102,105,
-1,002926.SZ,-1,101|102,105,
-1,003009.SZ,-1,101|102,105,
-1,003016.SZ,-1,101|102,105,
-1,300011.SZ,-1,101|102,105,
-1,003030.SZ,-1,101|102,105,
-1,300016.SZ,-1,101|102,105,
-1,300042.SZ,-1,101|102,105,
-1,300106.SZ,-1,101|102,105,
-1,300158.SZ,-1,101|102,105,
-1,300279.SZ,-1,101|102,105,
-1,300351.SZ,-1,101|102,105,
-1,300446.SZ,-1,101|102,105,
-1,300344.SZ,-1,101|102,105,
-1,300289.SZ,-1,101|102,105,
-1,300374.SZ,-1,101|102,105,
-1,300423.SZ,-1,101|102,105,
-1,300697.SZ,-1,101|102,105,
-1,300798.SZ,-1,101|102,105,
