算法母单编号,交易日期,资金账户名称,算法类型,算法实例,算法供应商,任务数,证券代码,市场类别,买卖方向1,买卖方向2,开始时间,结束时间,下单时间
6880872434086000264,20230614,7027,0,103,多策略,19800,2268,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000265,20230614,7027,0,103,多策略,5900,2271,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000266,20230614,7027,0,103,多策略,23100,2273,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000267,20230614,7027,0,103,多策略,16600,2275,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000268,20230614,7027,0,103,多策略,3700,2277,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000269,20230614,7027,0,103,多策略,4300,2280,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000270,20230614,7027,0,103,多策略,31000,2283,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000271,20230614,7027,0,103,多策略,5300,2284,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000272,20230614,7027,0,103,多策略,12400,2285,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000273,20230614,7027,0,103,多策略,16500,2291,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000274,20230614,7027,0,103,多策略,4800,2295,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000275,20230614,7027,0,103,多策略,46900,2298,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000276,20230614,7027,0,103,多策略,100,2299,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000277,20230614,7027,0,103,多策略,23000,2301,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000278,20230614,7027,0,103,多策略,31800,2308,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000279,20230614,7027,0,103,多策略,15300,2314,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000280,20230614,7027,0,103,多策略,900,2315,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000281,20230614,7027,0,103,多策略,4900,2317,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000282,20230614,7027,0,103,多策略,29000,2331,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000283,20230614,7027,0,103,多策略,17900,2334,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000284,20230614,7027,0,103,多策略,1100,2335,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000285,20230614,7027,0,103,多策略,200,2340,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000286,20230614,7027,0,103,多策略,8500,2345,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000287,20230614,7027,0,103,多策略,7800,2350,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000288,20230614,7027,0,103,多策略,23600,2351,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000289,20230614,7027,0,103,多策略,300,2353,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000290,20230614,7027,0,103,多策略,12200,2355,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000291,20230614,7027,0,103,多策略,11600,2364,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000292,20230614,7027,0,103,多策略,300,2367,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000293,20230614,7027,0,103,多策略,11000,2368,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000294,20230614,7027,0,103,多策略,25100,2369,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000295,20230614,7027,0,103,多策略,2400,2370,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000296,20230614,7027,0,103,多策略,2400,2372,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000297,20230614,7027,0,103,多策略,27100,2373,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000298,20230614,7027,0,103,多策略,28400,2377,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000299,20230614,7027,0,103,多策略,58500,2382,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000300,20230614,7027,0,103,多策略,7700,2384,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000301,20230614,7027,0,103,多策略,37800,2388,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000302,20230614,7027,0,103,多策略,33100,2389,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000303,20230614,7027,0,103,多策略,100,2391,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000304,20230614,7027,0,103,多策略,8100,2396,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000305,20230614,7027,0,103,多策略,92300,2397,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000306,20230614,7027,0,103,多策略,11800,2400,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000307,20230614,7027,0,103,多策略,200,2408,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000308,20230614,7027,0,103,多策略,6500,2410,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000309,20230614,7027,0,103,多策略,38400,2413,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000310,20230614,7027,0,103,多策略,8500,2415,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000311,20230614,7027,0,103,多策略,2500,2419,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000312,20230614,7027,0,103,多策略,50800,2420,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000313,20230614,7027,0,103,多策略,5800,2422,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000314,20230614,7027,0,103,多策略,200,2423,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000315,20230614,7027,0,103,多策略,12000,2424,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000316,20230614,7027,0,103,多策略,31300,2425,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000317,20230614,7027,0,103,多策略,90900,2429,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000318,20230614,7027,0,103,多策略,100,2430,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000319,20230614,7027,0,103,多策略,23200,2435,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000320,20230614,7027,0,103,多策略,2700,2437,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000321,20230614,7027,0,103,多策略,3500,2438,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000322,20230614,7027,0,103,多策略,7700,2439,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000323,20230614,7027,0,103,多策略,9100,2443,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000324,20230614,7027,0,103,多策略,5400,2446,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000325,20230614,7027,0,103,多策略,55200,2448,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000326,20230614,7027,0,103,多策略,1800,2449,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000327,20230614,7027,0,103,多策略,24200,2454,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000328,20230614,7027,0,103,多策略,21500,2456,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000329,20230614,7027,0,103,多策略,500,2459,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000330,20230614,7027,0,103,多策略,37000,2465,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000331,20230614,7027,0,103,多策略,27800,2467,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000332,20230614,7027,0,103,多策略,900,2468,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000333,20230614,7027,0,103,多策略,300,2472,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000334,20230614,7027,0,103,多策略,500,2475,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000335,20230614,7027,0,103,多策略,20700,2478,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000336,20230614,7027,0,103,多策略,3500,2489,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000337,20230614,7027,0,103,多策略,2200,2494,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000338,20230614,7027,0,103,多策略,5300,2495,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000339,20230614,7027,0,103,多策略,500,2496,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000340,20230614,7027,0,103,多策略,31100,2500,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000341,20230614,7027,0,103,多策略,93400,2501,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000342,20230614,7027,0,103,多策略,3300,2506,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000343,20230614,7027,0,103,多策略,1900,2508,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000344,20230614,7027,0,103,多策略,500,2511,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000345,20230614,7027,0,103,多策略,52300,2512,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000346,20230614,7027,0,103,多策略,3400,2515,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000347,20230614,7027,0,103,多策略,4900,2518,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000348,20230614,7027,0,103,多策略,48400,2521,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000349,20230614,7027,0,103,多策略,7800,2527,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000350,20230614,7027,0,103,多策略,28700,2530,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000351,20230614,7027,0,103,多策略,100,2531,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000352,20230614,7027,0,103,多策略,37600,2533,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000353,20230614,7027,0,103,多策略,28500,2536,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000354,20230614,7027,0,103,多策略,1500,2540,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000355,20230614,7027,0,103,多策略,25900,2549,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000356,20230614,7027,0,103,多策略,300,2551,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000357,20230614,7027,0,103,多策略,51800,2559,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000358,20230614,7027,0,103,多策略,9500,2560,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000359,20230614,7027,0,103,多策略,21700,2561,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000360,20230614,7027,0,103,多策略,1100,2568,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000361,20230614,7027,0,103,多策略,1800,2572,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000362,20230614,7027,0,103,多策略,46800,2575,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000363,20230614,7027,0,103,多策略,21200,2576,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000364,20230614,7027,0,103,多策略,24300,2582,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000365,20230614,7027,0,103,多策略,3600,2584,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000366,20230614,7027,0,103,多策略,39900,2587,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000367,20230614,7027,0,103,多策略,11600,2590,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000368,20230614,7027,0,103,多策略,6600,2593,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000369,20230614,7027,0,103,多策略,2000,2594,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000370,20230614,7027,0,103,多策略,13500,2597,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000371,20230614,7027,0,103,多策略,44400,2599,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000372,20230614,7027,0,103,多策略,78400,2600,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000373,20230614,7027,0,103,多策略,24500,2601,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000374,20230614,7027,0,103,多策略,91700,2602,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000375,20230614,7027,0,103,多策略,9000,2605,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000376,20230614,7027,0,103,多策略,42100,2608,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000377,20230614,7027,0,103,多策略,4000,2609,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000378,20230614,7027,0,103,多策略,11600,2612,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000379,20230614,7027,0,103,多策略,10900,2613,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000380,20230614,7027,0,103,多策略,1000,2622,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000381,20230614,7027,0,103,多策略,1700,2624,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000382,20230614,7027,0,103,多策略,700,2628,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000383,20230614,7027,0,103,多策略,100,2635,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000384,20230614,7027,0,103,多策略,700,2644,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000385,20230614,7027,0,103,多策略,25400,2645,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000386,20230614,7027,0,103,多策略,6500,2647,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000387,20230614,7027,0,103,多策略,14900,2648,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000388,20230614,7027,0,103,多策略,3300,2649,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000389,20230614,7027,0,103,多策略,5900,2650,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000390,20230614,7027,0,103,多策略,95600,2652,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000391,20230614,7027,0,103,多策略,5400,2653,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000392,20230614,7027,0,103,多策略,49000,2659,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000393,20230614,7027,0,103,多策略,9900,2662,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000394,20230614,7027,0,103,多策略,2700,2663,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000395,20230614,7027,0,103,多策略,900,2664,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000396,20230614,7027,0,103,多策略,25200,2666,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000397,20230614,7027,0,103,多策略,17600,2667,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000398,20230614,7027,0,103,多策略,4400,2669,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000399,20230614,7027,0,103,多策略,10900,2671,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000400,20230614,7027,0,103,多策略,10500,2673,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000401,20230614,7027,0,103,多策略,10000,2674,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000402,20230614,7027,0,103,多策略,5500,2676,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000403,20230614,7027,0,103,多策略,1500,2678,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000404,20230614,7027,0,103,多策略,66500,2685,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000405,20230614,7027,0,103,多策略,200,2690,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000406,20230614,7027,0,103,多策略,52000,2693,1,1,,20230614093000,20230614140000,20230614093000
6880872434086000407,20230614,7027,0,103,多策略,8600,2695,1,2,,20230614093000,20230614140000,20230614093000
6880872434086000408,20230614,7027,0,103,多策略,60400,2697,1,1,,20230614093000,20230614140000,20230614093000
