算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,成交时间,委托状态,手续费
3310407206877786112,6880872434086000645,20230614,1,7027,0,103,多策略,300412,1,2,5.0,11600,20230614132252,5.0,11600,20230614132252,4,59.16
3310407413036216321,6880872434086000789,20230614,1,7027,0,103,多策略,301006,1,2,24.95,500,20230614132252,0.0,0,20230614132252,5,12.72
3310407413036216322,6880872434086000787,20230614,1,7027,0,103,多策略,300998,1,2,30.96,800,20230614132252,30.96,800,20230614132252,4,25.26
3310408787425751040,6880872433091000126,20230614,2,7043,0,103,多策略,688608,1,2,136.15,380,20230614132252,136.15,16,20230614132252,8,52.77
3310475445318184960,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132253,0.0,0,20230614132253,7,15.29
3310475857635045377,6880872434086000660,20230614,1,7027,0,103,多策略,300445,1,2,14.55,2300,20230614132253,14.55,2300,20230614132253,4,34.13
3310477300744056832,6880872434086001308,20230614,2,7027,0,103,多策略,603767,1,2,7.49,2000,20230614132253,7.49,2000,20230614132253,4,15.28
3310477369463533569,6880872434086001385,20230614,2,7027,0,103,多策略,688049,1,2,40.07,310,20230614132253,40.07,310,20230614132253,4,12.67
3310543752478060544,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,300,20230614132254,4.13,300,20230614132254,4,0.02
3310544370953351168,6880872434086000478,20230614,1,7027,0,103,多策略,2906,1,2,31.49,1800,20230614132254,31.49,1800,20230614132254,4,57.82
3310750185786175489,6880872434086000188,20230614,1,7027,0,103,多策略,2049,1,2,86.99,300,20230614132257,86.99,300,20230614132257,4,26.62
3310750185786175488,6880872434086000251,20230614,1,7027,0,103,多策略,2222,1,2,27.2,600,20230614132257,27.21,600,20230614132257,4,16.65
3310751010419896320,6880872434086000735,20230614,1,7027,0,103,多策略,300779,1,1,54.7,900,20230614132257,54.68,900,20230614132257,4,0.98
3310751216578326528,6880872433019000082,20230614,2,7040,0,103,多策略,600183,1,2,15.17,200,20230614132257,15.17,200,20230614132257,4,3.09
3310751560175710208,6880872434086001051,20230614,2,7027,0,103,多策略,600919,1,2,7.54,3100,20230614132257,7.54,3100,20230614132257,4,23.84
3310956962691674112,6880872439953000023,20230614,1,7028,0,103,多策略,300286,1,2,40.2,3000,20230614132300,0.0,0,20230614132300,5,123.01
3311025544729456640,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614132301,0.0,0,20230614132301,7,1.28
3311093783169855488,6880872434086000234,20230614,1,7027,0,103,多策略,2160,1,1,3.93,1600,20230614132302,3.93,1600,20230614132302,4,0.13
3311162777524498433,6880872434086000440,20230614,1,7027,0,103,多策略,2803,1,1,23.32,600,20230614132303,23.32,600,20230614132303,4,0.28
3311162777524498432,6880872433019000053,20230614,1,7040,0,103,多策略,2855,1,2,10.34,700,20230614132303,10.34,700,20230614132303,4,7.38
3311162846243975168,6880872433091000035,20230614,1,7043,0,103,多策略,2855,1,2,10.34,800,20230614132303,0.0,0,20230614132303,5,8.44
3311164220633509888,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,3800,20230614132303,0.0,0,20230614132303,7,7.67
3311231428281757696,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132304,0.0,0,20230614132304,7,15.29
3311231703159664640,6880872433091000035,20230614,1,7043,0,103,多策略,2855,1,2,10.33,2400,20230614132304,10.33,2400,20230614132304,4,25.29
3311300491355877376,6880872439953000023,20230614,1,7028,0,103,多策略,300286,1,2,40.16,300,20230614132305,40.16,300,20230614132305,4,12.29
3311300972392214528,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.75,4000,20230614132305,0.0,0,20230614132305,9,43.86
3311300972392214529,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.75,2000,20230614132305,0.0,0,20230614132305,9,21.93
3311438686223593472,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132307,0.0,0,20230614132307,7,39.69
3311505893871841280,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,100,20230614132308,4.13,100,20230614132308,4,0.01
3311506855944515584,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.65,440,20230614132308,0.0,0,20230614132308,9,2.98
3311575437982298112,6880872433091000041,20230614,1,7043,0,103,多策略,300033,1,2,184.8,100,20230614132309,184.8,100,20230614132309,4,18.85
3311712945655246848,6880872439953000023,20230614,1,7028,0,103,多策略,300286,1,2,40.15,1100,20230614132311,40.15,1100,20230614132311,4,45.05
3311713907727921152,6880872434086001205,20230614,2,7027,0,103,多策略,603199,1,2,36.51,200,20230614132311,0.0,0,20230614132311,5,7.45
3311714182605828096,6880872434086001346,20230614,2,7027,0,103,多策略,603966,1,2,11.89,300,20230614132311,11.89,300,20230614132311,4,3.64
3311714251325304833,6880872434086001430,20230614,2,7027,0,103,多策略,688579,1,2,16.9,2626,20230614132311,16.9,1418,20230614132311,8,45.27
3311781390254075904,6880872434086000553,20230614,1,7027,0,103,多策略,300098,1,2,3.79,2100,20230614132312,3.79,2100,20230614132312,4,8.12
3311849422536044544,6880872434086000033,20230614,1,7027,0,103,多策略,506,1,1,4.06,1900,20230614132313,4.06,1900,20230614132313,4,0.15
3311919928719175680,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.65,140,20230614132314,0.0,0,20230614132314,9,4.81
3311986930208993280,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,100,20230614132315,4.13,100,20230614132315,4,0.01
3311987273806376960,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132315,0.0,0,20230614132315,7,15.29
3312057848708984832,6880872434086001406,20230614,2,7027,0,103,多策略,688212,1,1,66.72,495,20230614132316,66.7,495,20230614132316,4,0.66
3312125331235139585,6880872434086000736,20230614,1,7027,0,103,多策略,300781,1,1,28.44,200,20230614132317,28.44,200,20230614132317,4,0.11
3312262632749658112,6880872434086000613,20230614,1,7027,0,103,多策略,300308,1,2,129.7,100,20230614132319,0.0,0,20230614132319,5,13.23
3312263457383378944,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,3800,20230614132319,0.0,0,20230614132319,7,7.67
3312332451738021888,6880872434086001268,20230614,2,7027,0,103,多策略,603568,1,1,16.96,300,20230614132320,16.96,300,20230614132320,4,0.1
3312401239934234624,6880872433019000143,20230614,2,7040,0,103,多策略,603385,1,1,7.89,2600,20230614132321,7.89,2600,20230614132321,4,0.41
3312401239934234625,6880872433091000105,20230614,2,7043,0,103,多策略,603385,1,1,7.89,2100,20230614132321,7.89,2100,20230614132321,4,0.33
3312469066057773056,6880872433019000072,20230614,1,7040,0,103,多策略,301029,1,1,43.02,1500,20230614132322,0.0,0,20230614132322,5,1.29
3312469615813586944,6880872434086001002,20230614,2,7027,0,103,多策略,600755,1,2,8.91,1400,20230614132322,8.91,1400,20230614132322,4,12.72
3312469821972017152,6880872434086001180,20230614,2,7027,0,103,多策略,603096,1,1,22.18,500,20230614132322,0.0,0,20230614132322,5,0.22
3312537648095555584,6880872434086000729,20230614,1,7027,0,103,多策略,300763,1,2,96.03,300,20230614132323,0.0,0,20230614132323,5,29.39
3312538610168229888,6880872434086001194,20230614,2,7027,0,103,多策略,603167,1,2,7.1,7300,20230614132323,7.1,7300,20230614132323,4,52.87
3312813144477790208,6880872434086001180,20230614,2,7027,0,103,多策略,603096,1,1,22.19,900,20230614132327,22.19,900,20230614132327,4,0.4
3312949621358587904,6880872434086000517,20230614,1,7027,0,103,多策略,3027,1,2,19.74,500,20230614132329,19.74,500,20230614132329,4,10.07
3312950858309169152,6880872434086001278,20230614,2,7027,0,103,多策略,603628,1,1,14.87,3500,20230614132329,14.87,3500,20230614132329,4,1.04
3313086854153629696,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132331,0.0,0,20230614132331,7,15.29
3313087472628920320,6880872433019000069,20230614,1,7040,0,103,多策略,300662,1,2,36.84,700,20230614132331,36.84,700,20230614132331,4,26.3
3313087472628920321,6880872433091000050,20230614,1,7043,0,103,多策略,300662,1,2,36.85,200,20230614132331,0.0,0,20230614132331,5,7.52
3313155848508272640,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614132332,0.0,0,20230614132332,7,1.28
3313156192105656321,6880872433091000056,20230614,1,7043,0,103,多策略,301029,1,1,43.05,100,20230614132332,43.05,100,20230614132332,4,0.09
3313225117740822528,6880872434086000807,20230614,1,7027,0,103,多策略,301129,1,2,66.63,600,20230614132333,66.63,600,20230614132333,4,40.78
3313225530057682944,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132333,0.0,0,20230614132333,7,39.69
3313292806425407488,6880872434086000231,20230614,1,7027,0,103,多策略,2156,1,1,25.14,1300,20230614132334,25.14,1300,20230614132334,4,0.65
3313361182304759808,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,100,20230614132335,4.13,100,20230614132335,4,0.01
3313362213096910848,6880872434086000613,20230614,1,7027,0,103,多策略,300308,1,2,129.38,100,20230614132335,129.38,100,20230614132335,4,13.2
3313362419255341058,6880872433019000072,20230614,1,7040,0,103,多策略,301029,1,1,43.06,300,20230614132335,0.0,0,20230614132335,5,0.26
3313362419255341057,6880872434086000779,20230614,1,7027,0,103,多策略,300969,1,2,65.15,400,20230614132335,0.0,0,20230614132335,5,26.58
3313362831572201472,6880872434086001091,20230614,2,7027,0,103,多策略,601137,1,2,13.57,1700,20230614132335,0.0,0,20230614132335,5,23.53
3313363037730631680,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,3800,20230614132335,0.0,0,20230614132335,7,7.67
3313430451537309697,6880872434086000366,20230614,1,7027,0,103,多策略,2587,1,2,7.73,4000,20230614132336,7.73,4000,20230614132336,4,31.54
3313430795134693376,6880872434086000511,20230614,1,7027,0,103,多策略,2998,1,2,6.84,1600,20230614132336,6.84,1600,20230614132336,4,11.16
3313431070012600322,6880872434086000793,20230614,1,7027,0,103,多策略,301029,1,1,43.05,200,20230614132336,0.0,0,20230614132336,5,0.17
3313431138732077056,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.75,4000,20230614132336,0.0,0,20230614132336,9,43.86
3313431207451553792,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.75,2000,20230614132336,0.0,0,20230614132336,9,21.93
3313567478173921280,6880872434086000136,20230614,1,7027,0,103,多策略,913,1,2,18.47,2200,20230614132338,0.0,0,20230614132338,5,41.45
3313567478173921281,6880872433091000010,20230614,1,7043,0,103,多策略,800,1,2,8.19,600,20230614132338,8.19,600,20230614132338,4,5.01
3313568921282932736,6880872434086000852,20230614,2,7027,0,103,多策略,600157,1,2,1.36,4900,20230614132338,1.36,4900,20230614132338,4,6.8
3313569471038746624,6880872434086001315,20230614,2,7027,0,103,多策略,603809,1,2,9.96,1500,20230614132338,9.96,1500,20230614132338,4,15.24
3313637228442808321,6880872433019000072,20230614,1,7040,0,103,多策略,301029,1,1,43.07,200,20230614132339,43.07,200,20230614132339,4,0.17
3313637228442808320,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.67,440,20230614132339,0.0,0,20230614132339,9,2.99
3313637984357052416,6880872434086001291,20230614,2,7027,0,103,多策略,603681,1,1,14.67,600,20230614132339,14.66,600,20230614132339,4,0.18
3313638190515482624,6880872434086001331,20230614,2,7027,0,103,多策略,603883,1,1,33.08,1100,20230614132339,0.0,0,20230614132339,5,0.73
3313704985846870016,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,500,20230614132340,4.13,500,20230614132340,4,0.04
3313775285871570944,6880872433019000117,20230614,2,7040,0,103,多策略,601688,1,2,13.93,300,20230614132341,13.93,300,20230614132341,4,4.26
3313774736115757056,6880872433019000072,20230614,1,7040,0,103,多策略,301029,1,1,43.08,200,20230614132341,0.0,0,20230614132341,5,0.17
3313775835627384832,6880872434086001403,20230614,2,7027,0,103,多策略,688191,1,2,18.36,459,20230614132341,18.36,459,20230614132341,4,8.6
3313843318153539584,6880872434086000731,20230614,1,7027,0,103,多策略,300766,1,2,19.83,400,20230614132342,19.83,400,20230614132342,4,8.09
3313980825826488320,6880872434086000729,20230614,1,7027,0,103,多策略,300763,1,2,96.01,300,20230614132344,96.01,300,20230614132344,4,29.38
3313980825826488321,6880872434086000758,20230614,1,7027,0,103,多策略,300853,1,2,32.0,300,20230614132344,0.0,0,20230614132344,5,9.79
3313981650460209152,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.66,140,20230614132344,0.0,0,20230614132344,9,4.81
3314050644814852097,6880872433019000164,20230614,2,7040,0,103,多策略,688777,1,1,90.03,859,20230614132345,90.03,859,20230614132345,4,1.55
3314118608377344000,6880872434086001056,20230614,2,7027,0,103,多策略,600961,1,2,8.13,1900,20230614132346,8.13,1900,20230614132346,4,15.76
3314186365781405696,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132347,0.0,0,20230614132347,7,15.29
3314187190415126528,6880872434086000945,20230614,2,7027,0,103,多策略,600556,1,1,8.48,1100,20230614132347,8.48,1100,20230614132347,4,0.19
3314187671451463680,6880872433019000104,20230614,2,7040,0,103,多策略,600885,1,2,29.52,400,20230614132347,29.52,400,20230614132347,4,12.04
3314188015048847360,6880872433019000142,20230614,2,7040,0,103,多策略,603378,1,2,9.29,7900,20230614132347,9.29,7900,20230614132347,4,74.86
3314254604221804544,6880872434086000031,20230614,1,7027,0,103,多策略,426,1,2,9.76,1800,20230614132348,9.76,1800,20230614132348,4,17.92
3314324285771214848,6880872434086000690,20230614,1,7027,0,103,多策略,300586,1,1,11.36,4100,20230614132349,11.35,4100,20230614132349,4,0.93
3314325316563365888,6880872434086001237,20230614,2,7027,0,103,多策略,603368,1,2,21.01,900,20230614132349,21.01,900,20230614132349,4,19.29
3314392386772660225,6880872433019000031,20230614,1,7040,0,103,多策略,2311,1,2,48.01,700,20230614132350,48.01,700,20230614132350,4,34.28
3314392386772660226,6880872433091000019,20230614,1,7043,0,103,多策略,2311,1,2,48.01,4000,20230614132350,48.01,4000,20230614132350,4,195.88
3314462274480500736,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,3800,20230614132351,0.0,0,20230614132351,7,7.67
3314530581640376320,6880872434086000771,20230614,1,7027,0,103,多策略,300896,1,2,452.87,100,20230614132352,0.0,0,20230614132352,5,46.19
3314530925237760000,6880872434086000893,20230614,2,7027,0,103,多策略,600353,1,1,7.88,2200,20230614132352,7.88,2200,20230614132352,4,0.35
3314805115949936640,6880872434086000519,20230614,1,7027,0,103,多策略,3031,1,1,131.59,300,20230614132356,131.59,300,20230614132356,4,0.79
3315012167733342208,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132359,0.0,0,20230614132359,7,39.69
3315079169223159808,6880872434086000007,20230614,1,7027,0,103,多策略,31,1,2,3.9,2000,20230614132400,0.0,0,20230614132400,5,7.96
3315079237942636544,6880872434086000040,20230614,1,7027,0,103,多策略,533,1,1,4.13,900,20230614132400,4.13,900,20230614132400,4,0.07
3315079237942636546,6880872434086000038,20230614,1,7027,0,103,多策略,523,1,1,3.43,2400,20230614132400,3.43,2400,20230614132400,4,0.16
3315079237942636545,6880872434086000159,20230614,1,7027,0,103,多策略,977,1,2,51.19,200,20230614132400,51.29,200,20230614132400,4,10.44
3315079237942636547,6880872434086000050,20230614,1,7027,0,103,多策略,558,1,2,3.29,2600,20230614132400,3.29,2600,20230614132400,4,8.73
3315079306662113280,6880872434086000068,20230614,1,7027,0,103,多策略,631,1,2,2.89,2600,20230614132400,0.0,0,20230614132400,5,7.66
3315079306662113281,6880872434086000130,20230614,1,7027,0,103,多策略,892,1,1,4.76,1800,20230614132400,4.76,1800,20230614132400,4,0.17
3315079375381590018,6880872434086000100,20230614,1,7027,0,103,多策略,778,1,1,4.11,2100,20230614132400,4.11,2100,20230614132400,4,0.17
3315079375381590017,6880872434086000116,20230614,1,7027,0,103,多策略,838,1,1,3.8,2300,20230614132400,3.8,2300,20230614132400,4,0.17
3315079375381590016,6880872434086000085,20230614,1,7027,0,103,多策略,717,1,1,2.8,2900,20230614132400,2.8,2900,20230614132400,4,0.16
3315079375381590019,6880872434086000098,20230614,1,7027,0,103,多策略,761,1,2,4.32,4800,20230614132400,4.32,4800,20230614132400,4,21.15
3315079375381590020,6880872434086000087,20230614,1,7027,0,103,多策略,725,1,2,4.02,2900,20230614132400,4.02,2900,20230614132400,4,11.89
3315079375381590022,6880872434086000154,20230614,1,7027,0,103,多策略,961,1,1,1.49,5000,20230614132400,1.49,5000,20230614132400,4,0.15
3315079375381590023,6880872434086000161,20230614,1,7027,0,103,多策略,982,1,2,1.55,7500,20230614132400,0.0,0,20230614132400,5,11.86
3315079375381590021,6880872434086000126,20230614,1,7027,0,103,多策略,882,1,2,1.73,5900,20230614132400,0.0,0,20230614132400,5,10.41
3315079444101066752,6880872434086000132,20230614,1,7027,0,103,多策略,900,1,2,4.21,3700,20230614132400,4.21,3700,20230614132400,4,15.89
3315079444101066753,6880872434086000142,20230614,1,7027,0,103,多策略,926,1,1,4.34,1800,20230614132400,4.34,1800,20230614132400,4,0.16
3315079512820543488,6880872434086000227,20230614,1,7027,0,103,多策略,2146,1,1,1.72,18000,20230614132400,0.0,0,20230614132400,5,0.62
3315079512820543489,6880872434086000220,20230614,1,7027,0,103,多策略,2131,1,2,2.49,8800,20230614132400,0.0,0,20230614132400,5,22.35
3315079512820543490,6880872434086000353,20230614,1,7027,0,103,多策略,2536,1,2,15.02,900,20230614132400,15.13,900,20230614132400,4,13.79
3315079581540020226,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,600,20230614132400,3.56,600,20230614132400,4,2.18
3315079650259496960,6880872434086000238,20230614,1,7027,0,103,多策略,2178,1,1,3.73,3500,20230614132400,3.73,3500,20230614132400,4,0.26
3315079718978973696,6880872434086000478,20230614,1,7027,0,103,多策略,2906,1,2,31.46,900,20230614132400,31.46,900,20230614132400,4,28.88
3315079718978973697,6880872434086000390,20230614,1,7027,0,103,多策略,2652,1,1,2.66,3200,20230614132400,2.66,3200,20230614132400,4,0.17
3315079718978973698,6880872434086000253,20230614,1,7027,0,103,多策略,2224,1,2,4.84,1600,20230614132400,4.84,1600,20230614132400,4,7.9
3315079787698450432,6880872434086000404,20230614,1,7027,0,103,多策略,2685,1,1,3.63,2200,20230614132400,3.63,2200,20230614132400,4,0.16
3315079787698450433,6880872434086000272,20230614,1,7027,0,103,多策略,2285,1,2,2.66,1200,20230614132400,2.66,1200,20230614132400,4,3.26
3315079856417927168,6880872434086000305,20230614,1,7027,0,103,多策略,2397,1,1,3.32,3100,20230614132400,3.32,3100,20230614132400,4,0.21
3315079925137403904,6880872434086000560,20230614,1,7027,0,103,多策略,300130,1,2,30.19,1000,20230614132400,30.23,1000,20230614132400,4,30.79
3315079993856880640,6880872434086000548,20230614,1,7027,0,103,多策略,300078,1,1,4.94,1600,20230614132400,4.94,1600,20230614132400,4,0.16
3315080062576357376,6880872434086000539,20230614,1,7027,0,103,多策略,300043,1,2,4.44,900,20230614132400,4.44,900,20230614132400,4,4.08
3315080062576357377,6880872434086000594,20230614,1,7027,0,103,多策略,300242,1,1,3.79,2500,20230614132400,3.79,2500,20230614132400,4,0.19
3315080062576357378,6880872434086000553,20230614,1,7027,0,103,多策略,300098,1,2,3.8,2100,20230614132400,3.8,2100,20230614132400,4,8.14
3315080062576357379,6880872434086000584,20230614,1,7027,0,103,多策略,300185,1,2,2.54,6900,20230614132400,2.54,6900,20230614132400,4,17.88
3315080131295834112,6880872434086000428,20230614,1,7027,0,103,多策略,2757,1,2,17.12,200,20230614132400,17.12,200,20230614132400,4,3.49
3315080200015310848,6880872434086000827,20230614,2,7027,0,103,多策略,600035,1,2,4.12,4100,20230614132400,4.12,4100,20230614132400,4,17.23
3315080268734787584,6880872434086000821,20230614,2,7027,0,103,多策略,600020,1,2,3.68,4400,20230614132400,0.0,0,20230614132400,5,16.52
3315080337454264320,6880872434086000505,20230614,1,7027,0,103,多策略,2969,1,2,3.97,2000,20230614132400,3.97,2000,20230614132400,4,8.1
3315080406173741057,6880872434086000885,20230614,2,7027,0,103,多策略,600321,1,2,1.69,4400,20230614132400,0.0,0,20230614132400,5,7.58
3315080406173741056,6880872434086000906,20230614,2,7027,0,103,多策略,600397,1,1,2.83,3200,20230614132400,2.83,3200,20230614132400,4,0.18
3315080474893217792,6880872434086000809,20230614,1,7027,0,103,多策略,301159,1,1,46.67,300,20230614132400,0.0,0,20230614132400,5,0.28
3315080474893217793,6880872434086000897,20230614,2,7027,0,103,多策略,600368,1,2,3.65,3700,20230614132400,0.0,0,20230614132400,5,13.78
3315080612332171264,6880872434086001025,20230614,2,7027,0,103,多策略,600828,1,2,4.04,3100,20230614132400,4.04,3100,20230614132400,4,12.77
3315080681051648000,6880872434086000838,20230614,2,7027,0,103,多策略,600082,1,2,3.27,2400,20230614132400,0.0,0,20230614132400,5,8.0
3315080681051648001,6880872434086001055,20230614,2,7027,0,103,多策略,600960,1,1,3.72,2000,20230614132400,3.72,2000,20230614132400,4,0.15
3315080749771124736,6880872434086000858,20230614,2,7027,0,103,多策略,600166,1,1,3.37,3300,20230614132400,3.37,3300,20230614132400,4,0.22
3315080818490601474,6880872434086000869,20230614,2,7027,0,103,多策略,600219,1,2,3.09,3600,20230614132400,3.09,3600,20230614132400,4,11.35
3315080818490601473,6880872434086000852,20230614,2,7027,0,103,多策略,600157,1,2,1.37,2400,20230614132400,0.0,0,20230614132400,5,3.35
3315080818490601472,6880872434086001073,20230614,2,7027,0,103,多策略,601003,1,2,4.16,4100,20230614132400,0.0,0,20230614132400,5,17.4
3315080818490601475,6880872434086000873,20230614,2,7027,0,103,多策略,600231,1,2,2.17,3300,20230614132400,2.17,3300,20230614132400,4,7.3
3315080887210078208,6880872434086000898,20230614,2,7027,0,103,多策略,600369,1,2,3.73,2500,20230614132400,0.0,0,20230614132400,5,9.51
3315080887210078209,6880872434086000894,20230614,2,7027,0,103,多策略,600355,1,1,3.37,2300,20230614132400,3.37,2300,20230614132400,4,0.16
3315080887210078210,6880872434086000990,20230614,2,7027,0,103,多策略,600724,1,2,3.69,2500,20230614132400,3.69,2500,20230614132400,4,9.41
3315080955929554944,6880872434086001105,20230614,2,7027,0,103,多策略,601288,1,2,3.61,3200,20230614132400,0.0,0,20230614132400,5,11.78
3315080955929554945,6880872434086001111,20230614,2,7027,0,103,多策略,601333,1,2,4.12,2600,20230614132400,0.0,0,20230614132400,5,10.93
3315081024649031680,6880872434086001154,20230614,2,7027,0,103,多策略,601929,1,2,2.08,4600,20230614132400,2.08,4600,20230614132400,4,9.76
3315081162087985152,6880872434086001166,20230614,2,7027,0,103,多策略,603000,1,1,31.69,400,20230614132400,0.0,0,20230614132400,5,0.25
3315081162087985153,6880872434086001062,20230614,2,7027,0,103,多策略,600973,1,1,4.81,2100,20230614132400,4.81,2100,20230614132400,4,0.2
3315081230807461888,6880872434086001086,20230614,2,7027,0,103,多策略,601107,1,2,4.09,4400,20230614132400,0.0,0,20230614132400,5,18.36
3315081299526938624,6880872434086000985,20230614,2,7027,0,103,多策略,600708,1,2,2.24,1700,20230614132400,2.24,1700,20230614132400,4,3.88
3315081505685368832,6880872434086001072,20230614,2,7027,0,103,多策略,601000,1,2,3.6,4500,20230614132400,0.0,0,20230614132400,5,16.52
3315082536477519872,6880872434086001161,20230614,2,7027,0,103,多策略,601988,1,2,4.03,3600,20230614132400,4.03,3600,20230614132400,4,14.8
3315149194369953792,6880872434086000821,20230614,2,7027,0,103,多策略,600020,1,2,3.68,400,20230614132401,0.0,0,20230614132401,5,1.5
3315216676896108544,6880872434086000040,20230614,1,7027,0,103,多策略,533,1,1,4.13,100,20230614132402,4.13,100,20230614132402,4,0.01
3315218120005120000,6880872434086001001,20230614,2,7027,0,103,多策略,600754,1,2,49.23,400,20230614132402,49.24,400,20230614132402,4,20.09
3315285602531274753,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,200,20230614132403,3.56,200,20230614132403,4,0.73
3315285946128658432,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132403,0.0,0,20230614132403,7,15.29
3315286289726042112,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614132403,0.0,0,20230614132403,7,1.28
3315422835326316544,6880872434086000040,20230614,1,7027,0,103,多策略,533,1,1,4.13,1000,20230614132405,4.13,1000,20230614132405,4,0.08
3315424140996374528,6880872434086000972,20230614,2,7027,0,103,多策略,600661,1,1,10.81,6200,20230614132405,10.81,6200,20230614132405,4,1.34
3315491760961482752,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,1300,20230614132406,3.56,1300,20230614132406,4,4.72
3315492997912064000,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.76,4000,20230614132406,0.0,0,20230614132406,9,43.9
3315492997912064001,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.75,2000,20230614132406,0.0,0,20230614132406,9,21.93
3315697988111167488,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,200,20230614132409,3.56,200,20230614132409,4,0.73
3315699843537039360,6880872434086001331,20230614,2,7027,0,103,多策略,603883,1,1,33.13,1400,20230614132409,33.13,1400,20230614132409,4,0.93
3315700049695469568,6880872433091000123,20230614,2,7043,0,103,多策略,688382,1,1,14.48,1306,20230614132409,14.47,1306,20230614132409,4,0.38
3315767463502147584,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.65,440,20230614132410,0.0,0,20230614132410,9,2.98
3315836320417837056,6880872434086000779,20230614,1,7027,0,103,多策略,300969,1,2,65.09,400,20230614132411,0.0,0,20230614132411,5,26.56
3315837007612604416,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,7500,20230614132411,0.0,0,20230614132411,7,15.15
3316043509640196096,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.69,140,20230614132414,0.0,0,20230614132414,9,4.81
3316247743925055488,6880872434086000178,20230614,1,7027,0,103,多策略,2027,1,1,7.17,4600,20230614132417,7.17,4600,20230614132417,4,0.66
3316249049595113472,6880872434086001008,20230614,2,7027,0,103,多策略,600779,1,1,64.48,600,20230614132417,64.48,600,20230614132417,4,0.77
3316385320317480960,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132419,0.0,0,20230614132419,7,15.29
3316454245952647168,6880872434086000470,20230614,1,7027,0,103,多策略,2878,1,1,19.18,5000,20230614132420,0.0,0,20230614132420,5,1.92
3316523240307290112,6880872434086000606,20230614,1,7027,0,103,多策略,300287,1,2,4.2,1900,20230614132421,4.2,1900,20230614132421,4,8.14
3316524064941010944,6880872433091000077,20230614,2,7043,0,103,多策略,601019,1,1,10.69,2700,20230614132421,10.69,2700,20230614132421,4,0.58
3316592646978793472,6880872433019000107,20230614,2,7040,0,103,多策略,601019,1,1,10.69,1000,20230614132422,10.69,1000,20230614132422,4,0.21
3316593334173560832,6880872434086001400,20230614,2,7027,0,103,多策略,688168,1,1,38.51,830,20230614132422,38.51,830,20230614132422,4,0.64
3316799011567431680,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132425,0.0,0,20230614132425,7,39.69
3317004001766535168,6880872434086000492,20230614,1,7027,0,103,多策略,2939,1,2,8.44,600,20230614132428,8.44,600,20230614132428,4,5.17
