算法子单编号,算法母单编号,交易日期,市场类别,资金账户名称,算法类型,算法实例,算法供应商,证券代码,委托类型,买卖方向,委托价格,委托数量,委托时间,成交价格,成交数量,成交时间,委托状态,手续费
3317073202279608321,6880872434086000758,20230614,1,7027,0,103,多策略,300853,1,2,31.98,100,20230614132429,31.98,100,20230614132429,4,3.26
3317073683315945472,6880872434086001090,20230614,2,7027,0,103,多策略,601128,1,2,6.97,3300,20230614132429,6.97,3300,20230614132429,4,23.46
3317142815109541888,6880872434086001222,20230614,2,7027,0,103,多策略,603305,1,1,26.56,700,20230614132430,26.56,700,20230614132430,4,0.37
3317209541721452544,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,200,20230614132431,0.0,0,20230614132431,5,0.64
3317279566868246528,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,600,20230614132432,1.56,600,20230614132432,4,0.02
3317279910465630208,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,7500,20230614132432,0.0,0,20230614132432,7,15.15
3317416181187997696,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132434,0.0,0,20230614132434,7,15.29
3317416456065904640,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614132434,0.0,0,20230614132434,7,1.28
3317416799663288320,6880872433091000050,20230614,1,7043,0,103,多策略,300662,1,2,36.79,200,20230614132434,0.0,0,20230614132434,5,7.51
3317485931456884736,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,100,20230614132435,1.56,100,20230614132435,4,0.0
3317486068895838208,6880872433091000075,20230614,2,7043,0,103,多策略,600885,1,2,29.51,100,20230614132435,29.51,100,20230614132435,4,3.01
3317623026812973056,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.76,4000,20230614132437,0.0,0,20230614132437,9,43.9
3317623026812973057,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.75,2000,20230614132437,0.0,0,20230614132437,9,21.93
3317692433484476416,6880872434086000988,20230614,2,7027,0,103,多策略,600716,1,2,3.75,3900,20230614132438,3.75,3900,20230614132438,4,14.92
3317692708362383360,6880872433091000126,20230614,2,7043,0,103,多策略,688608,1,2,136.04,364,20230614132438,136.05,364,20230614132438,4,50.51
3317829116523704320,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.67,440,20230614132440,0.0,0,20230614132440,9,2.99
3317897767280963584,6880872434086000779,20230614,1,7027,0,103,多策略,300969,1,2,65.07,400,20230614132441,65.07,300,20230614132441,8,26.55
3317965868282408960,6880872434086000360,20230614,1,7027,0,103,多策略,2568,1,1,36.26,300,20230614132442,36.26,300,20230614132442,4,0.22
3317967517549850624,6880872434086001384,20230614,2,7027,0,103,多策略,688025,1,2,70.96,486,20230614132442,71.0,486,20230614132442,4,35.18
3318034244161761280,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,400,20230614132443,0.0,0,20230614132443,5,1.27
3318103032357974016,6880872434086000189,20230614,1,7027,0,103,多策略,2050,1,2,27.31,1200,20230614132444,27.31,1200,20230614132444,4,33.43
3318103101077450752,6880872440502000008,20230614,1,7028,0,103,多策略,2043,1,1,10.83,14100,20230614132444,10.83,14100,20230614132444,4,3.05
3318104750344892416,6880872433091000114,20230614,2,7043,0,103,多策略,603979,1,1,31.5,1300,20230614132444,31.5,1300,20230614132444,4,0.82
3318173607260581888,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.66,140,20230614132445,0.0,0,20230614132445,9,4.81
3318173813419012096,6880872433019000152,20230614,2,7040,0,103,多策略,603979,1,1,31.5,1300,20230614132445,31.5,600,20230614132445,8,0.82
3318378391301255168,6880872434086000372,20230614,1,7027,0,103,多策略,2600,1,2,6.61,10400,20230614132448,6.61,10400,20230614132448,4,70.12
3318378391301255169,6880872433091000022,20230614,1,7043,0,103,多策略,2600,1,2,6.61,300,20230614132448,6.61,300,20230614132448,4,2.02
3318446492302700544,6880872434086000031,20230614,1,7027,0,103,多策略,426,1,2,9.75,1700,20230614132449,9.75,1700,20230614132449,4,16.91
3318447042058514432,6880872433019000047,20230614,1,7040,0,103,多策略,2766,1,2,5.54,6500,20230614132449,5.54,6500,20230614132449,4,36.73
3318515280498913280,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,100,20230614132450,4.13,100,20230614132450,4,0.01
3318515624096296960,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132450,0.0,0,20230614132450,7,15.29
3318585786682044416,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132451,0.0,0,20230614132451,7,39.69
3318722469721272320,6880872434086000736,20230614,1,7027,0,103,多策略,300781,1,1,28.5,1000,20230614132453,28.5,1000,20230614132453,4,0.57
3318722538440749056,6880872433091000059,20230614,1,7043,0,103,多策略,301102,1,1,36.16,400,20230614132453,36.16,400,20230614132453,4,0.29
3318722950757609473,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,7500,20230614132453,0.0,0,20230614132453,7,15.15
3318723431793946624,6880872434086001291,20230614,2,7027,0,103,多策略,603681,1,1,14.66,3500,20230614132453,14.66,3500,20230614132453,4,1.03
3318928903029387264,6880872434086000912,20230614,2,7027,0,103,多策略,600418,1,1,12.24,5900,20230614132456,12.24,5900,20230614132456,4,1.44
3319135130179072000,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,300,20230614132459,1.56,300,20230614132459,4,0.01
3319135817373839360,6880872433019000158,20230614,2,7040,0,103,多策略,688206,1,1,29.33,380,20230614132459,29.33,380,20230614132459,4,0.22
3319135886093316096,6880872433091000119,20230614,2,7043,0,103,多策略,688206,1,1,29.33,400,20230614132459,29.33,400,20230614132459,4,0.23
3319340120378175488,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,500,20230614132502,3.56,500,20230614132502,4,1.82
3319341700926140416,6880872434086001165,20230614,2,7027,0,103,多策略,601999,1,1,7.72,2800,20230614132502,7.72,2800,20230614132502,4,0.43
3319342113243000832,6880872433091000124,20230614,2,7043,0,103,多策略,688387,1,1,7.71,200,20230614132502,7.71,200,20230614132502,4,0.03
3319409114732818432,6880872434086000470,20230614,1,7027,0,103,多策略,2878,1,1,19.2,5000,20230614132503,19.2,5000,20230614132503,4,1.92
3319546278808383489,6880872434086000221,20230614,1,7027,0,103,多策略,2133,1,2,3.56,1600,20230614132505,3.56,1600,20230614132505,4,5.81
3319546828564197376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614132505,0.0,0,20230614132505,7,1.28
3319547447039488000,6880872434086000897,20230614,2,7027,0,103,多策略,600368,1,2,3.65,300,20230614132505,0.0,0,20230614132505,5,1.12
3319547790636871680,6880872433019000128,20230614,2,7040,0,103,多策略,603025,1,1,14.63,2200,20230614132505,14.63,2200,20230614132505,4,0.64
3319615204443549696,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132506,0.0,0,20230614132506,7,15.29
3319684817273483265,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.75,4000,20230614132507,0.0,0,20230614132507,9,43.86
3319684817273483266,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.75,2000,20230614132507,0.0,0,20230614132507,9,21.93
3319685023431913472,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,400,20230614132507,1.56,400,20230614132507,4,0.01
3319754292664463360,6880872434086001392,20230614,2,7027,0,103,多策略,688109,1,1,28.19,806,20230614132508,28.19,806,20230614132508,4,0.45
3319821637751664640,6880872434086000625,20230614,1,7027,0,103,多策略,300347,1,1,71.53,1000,20230614132509,71.53,700,20230614132509,8,1.43
3319822668543815682,6880872433091000092,20230614,2,7043,0,103,多策略,603025,1,1,14.63,800,20230614132509,14.63,800,20230614132509,4,0.23
3319822668543815681,6880872433091000079,20230614,2,7043,0,103,多策略,601163,1,2,15.56,2300,20230614132509,15.56,2300,20230614132509,4,36.5
3319823012141199360,6880872434086001374,20230614,2,7027,0,103,多策略,605377,1,2,20.18,1600,20230614132509,20.18,1600,20230614132509,4,32.93
3319958526949322753,6880872434086000076,20230614,1,7027,0,103,多策略,665,1,1,6.17,3700,20230614132511,6.17,3700,20230614132511,4,0.46
3319959214144090112,6880872434086000574,20230614,1,7027,0,103,多策略,300158,1,1,5.45,4400,20230614132511,5.45,4400,20230614132511,4,0.48
3319959282863566849,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.67,440,20230614132511,0.0,0,20230614132511,9,2.99
3319959763899904000,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,100,20230614132511,1.56,100,20230614132511,4,0.0
3319960313655717888,6880872433019000137,20230614,2,7040,0,103,多策略,603309,1,1,17.15,1600,20230614132511,17.15,1600,20230614132511,4,0.55
3319960313655717889,6880872433091000100,20230614,2,7043,0,103,多策略,603309,1,1,17.15,700,20230614132511,17.15,700,20230614132511,4,0.24
3320165028976914432,6880872434086000391,20230614,1,7027,0,103,多策略,2653,1,1,23.06,1000,20230614132514,23.06,1000,20230614132514,4,0.46
3320165441293774849,6880872434086000756,20230614,1,7027,0,103,多策略,300848,1,1,20.04,400,20230614132514,20.04,400,20230614132514,4,0.16
3320165991049588736,6880872434086000940,20230614,2,7027,0,103,多策略,600535,1,1,14.71,4900,20230614132514,14.71,4900,20230614132514,4,1.44
3320166265927495680,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,7500,20230614132514,0.0,0,20230614132514,7,15.15
3320234160770510848,6880872433019000059,20230614,1,7040,0,103,多策略,300033,1,1,184.84,200,20230614132515,184.81,200,20230614132515,4,0.74
3320303911039397888,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.66,140,20230614132516,0.0,0,20230614132516,9,4.81
3320370981248692225,6880872434086000255,20230614,1,7027,0,103,多策略,2236,1,1,20.41,800,20230614132517,20.41,800,20230614132517,4,0.33
3320371874601889792,6880872434086000877,20230614,2,7027,0,103,多策略,600276,1,1,46.3,300,20230614132517,46.3,300,20230614132517,4,0.28
3320372424357703680,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132517,0.0,0,20230614132517,7,39.69
3320441624870776832,6880872434086001441,20230614,2,7027,0,103,多策略,688696,1,2,142.57,445,20230614132518,142.57,445,20230614132518,4,64.71
3320509450994315264,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,100,20230614132519,1.56,100,20230614132519,4,0.0
3320577414556807168,6880872434086000547,20230614,1,7027,0,103,多策略,300074,1,1,4.48,500,20230614132520,4.48,500,20230614132520,4,0.04
3320646065314066432,6880872434086000341,20230614,1,7027,0,103,多策略,2501,1,2,1.53,9800,20230614132521,1.53,9800,20230614132521,4,15.29
3320647233545170944,6880872434086001190,20230614,2,7027,0,103,多策略,603138,1,1,21.86,1500,20230614132521,21.86,1500,20230614132521,4,0.66
3320647714581508096,6880872434086001348,20230614,2,7027,0,103,多策略,603983,1,1,34.45,1400,20230614132521,34.45,1400,20230614132521,4,0.96
3320783023231201280,6880872434086000107,20230614,1,7027,0,103,多策略,797,1,1,3.16,2500,20230614132523,3.16,2500,20230614132523,4,0.16
3320783091950678016,6880872434086000131,20230614,1,7027,0,103,多策略,898,1,2,2.86,2800,20230614132523,0.0,0,20230614132523,5,8.17
3320783847864922112,6880872434086000537,20230614,1,7027,0,103,多策略,300037,1,2,47.75,500,20230614132523,47.75,500,20230614132523,4,24.35
3320784535059689472,6880872434086000948,20230614,2,7027,0,103,多策略,600565,1,1,1.56,4400,20230614132523,1.56,4400,20230614132523,4,0.14
3320785153534980096,6880872433091000127,20230614,2,7043,0,103,多策略,688777,1,1,89.84,380,20230614132523,0.0,0,20230614132523,7,0.68
3320989868856176641,6880872439953000023,20230614,1,7028,0,103,多策略,300286,1,2,40.15,600,20230614132526,40.16,300,20230614132526,8,24.57
3320991380684664834,6880872433091000127,20230614,2,7043,0,103,多策略,688777,1,1,89.89,380,20230614132526,89.87,380,20230614132526,4,0.68
3321196302164291584,6880872433091000052,20230614,1,7043,0,103,多策略,300856,1,1,78.89,100,20230614132529,0.0,0,20230614132529,5,0.16
3321264746763120640,6880872434086000475,20230614,1,7027,0,103,多策略,2899,1,1,14.56,1600,20230614132530,14.56,1200,20230614132530,8,0.47
3321402116997115904,6880872434086000501,20230614,1,7027,0,103,多策略,2965,1,2,50.66,200,20230614132532,50.66,100,20230614132532,8,10.33
3321402529313976321,6880872434086000790,20230614,1,7027,0,103,多策略,301011,1,1,25.93,100,20230614132532,0.0,0,20230614132532,5,0.05
3321471454949142528,6880872434086000834,20230614,2,7027,0,103,多策略,600060,1,2,23.75,3900,20230614132533,23.75,3900,20230614132533,4,94.48
3321538937475297280,6880872434086000129,20230614,1,7027,0,103,多策略,888,1,2,12.2,8400,20230614132534,12.2,8400,20230614132534,4,104.53
3321541067779076096,6880872434086001406,20230614,2,7027,0,103,多策略,688212,1,1,66.82,305,20230614132534,66.82,305,20230614132534,4,0.41
3321607588232556544,6880872434086000079,20230614,1,7027,0,103,多策略,691,1,1,4.13,400,20230614132535,4.13,400,20230614132535,4,0.03
3321608687744184321,6880872434086000786,20230614,1,7027,0,103,多策略,300996,1,1,31.68,600,20230614132535,31.68,300,20230614132535,8,0.38
3321609237499998208,6880872434086001036,20230614,2,7027,0,103,多策略,600871,1,2,1.98,7500,20230614132535,0.0,0,20230614132535,7,15.15
3321677132343013376,6880872432980000067,20230614,1,7040,0,103,多策略,3816,1,1,3.07,20900,20230614132536,0.0,0,20230614132536,7,1.28
3321677201062490112,6880872439953000023,20230614,1,7028,0,103,多策略,300286,1,2,40.14,200,20230614132536,40.14,200,20230614132536,4,8.19
3321745095905505280,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,600,20230614132537,0.0,0,20230614132537,5,1.91
3321814846174392320,6880872432980000090,20230614,2,7040,0,103,多策略,600012,1,2,10.76,4000,20230614132538,0.0,0,20230614132538,9,43.9
3321814846174392321,6880872433001000086,20230614,2,7040,0,103,多策略,600012,1,2,10.75,2000,20230614132538,0.0,0,20230614132538,9,21.93
3321815189771776000,6880872434086000957,20230614,2,7027,0,103,多策略,600582,1,2,5.42,4200,20230614132538,5.42,4200,20230614132538,4,23.22
3321884390284849152,6880872434086001077,20230614,2,7027,0,103,多策略,601012,1,1,27.47,3500,20230614132539,27.46,3500,20230614132539,4,1.92
3321951185616236544,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,400,20230614132540,0.0,0,20230614132540,5,1.27
3322021897957797888,6880872434086001298,20230614,2,7027,0,103,多策略,603712,1,1,26.49,2100,20230614132541,26.49,2100,20230614132541,4,1.11
3322089586642382848,6880872432980000078,20230614,1,7040,0,103,多策略,300658,1,2,6.67,440,20230614132542,0.0,0,20230614132542,9,2.99
3322157344046444544,6880872434086000092,20230614,1,7027,0,103,多策略,750,1,2,3.4,2400,20230614132543,0.0,0,20230614132543,5,8.32
3322158306119118848,6880872433091000052,20230614,1,7043,0,103,多策略,300856,1,1,78.96,100,20230614132543,0.0,0,20230614132543,5,0.16
3322158718435979264,6880872434086000874,20230614,2,7027,0,103,多策略,600239,1,2,2.15,3700,20230614132543,2.15,3700,20230614132543,4,8.11
3322158993313886208,6880872434086001074,20230614,2,7027,0,103,多策略,601005,1,2,1.41,27600,20230614132543,0.0,0,20230614132543,7,39.69
3322159199472316416,6880872434086001151,20230614,2,7027,0,103,多策略,601918,1,2,4.09,1900,20230614132543,0.0,0,20230614132543,5,7.93
3322226338401087488,6880872434086000275,20230614,1,7027,0,103,多策略,2298,1,1,6.58,7800,20230614132544,6.58,7800,20230614132544,4,1.03
3322226338401087489,6880872434086000268,20230614,1,7027,0,103,多策略,2277,1,1,3.3,1400,20230614132544,3.3,1400,20230614132544,4,0.09
3322226888156901376,6880872434086000691,20230614,1,7027,0,103,多策略,300588,1,1,12.27,5400,20230614132544,12.27,5400,20230614132544,4,1.33
3322227575351668736,6880872434086000951,20230614,2,7027,0,103,多策略,600570,1,1,43.86,1200,20230614132544,0.0,0,20230614132544,5,1.05
3322296775864741888,6880872434086001337,20230614,2,7027,0,103,多策略,603899,1,1,44.5,100,20230614132545,0.0,0,20230614132545,5,0.09
3322363433757175808,6880872434086000035,20230614,1,7027,0,103,多策略,517,1,2,3.12,600,20230614132546,0.0,0,20230614132546,5,1.91
3322432428111818752,6880872434086000186,20230614,1,7027,0,103,多策略,2046,1,1,10.85,1300,20230614132547,10.85,1300,20230614132547,4,0.28
3322433184026062848,6880872433091000047,20230614,1,7043,0,103,多策略,300551,1,1,19.59,500,20230614132547,19.59,500,20230614132547,4,0.2
3322434146098737152,6880872434086001202,20230614,2,7027,0,103,多策略,603189,1,1,16.19,2100,20230614132547,16.19,900,20230614132547,8,0.68
3322434146098737153,6880872432980000148,20230614,2,7040,0,103,多策略,603032,1,2,33.67,140,20230614132547,0.0,0,20230614132547,9,4.81
3322502384539136000,6880872434086001064,20230614,2,7027,0,103,多策略,600984,1,1,4.41,3600,20230614132548,4.41,3600,20230614132548,4,0.32
3322502659417042944,6880872434086001142,20230614,2,7027,0,103,多策略,601857,1,2,7.66,5100,20230614132548,7.66,5100,20230614132548,4,39.85
3322569660906860544,6880872434086000070,20230614,1,7027,0,103,多策略,638,1,1,6.04,800,20230614132549,6.04,800,20230614132549,4,0.1
3322640441967898624,6880872434086001392,20230614,2,7027,0,103,多策略,688109,1,1,28.19,411,20230614132550,28.19,411,20230614132550,4,0.23
3322707924494053376,6880872434086000639,20230614,1,7027,0,103,多策略,300380,1,1,19.65,800,20230614132551,19.65,500,20230614132551,8,0.31
3322844882411188224,6880872434086000264,20230614,1,7027,0,103,多策略,2268,1,1,29.49,1300,20230614132553,29.49,1300,20230614132553,4,0.77
3322844882411188225,6880872434086000250,20230614,1,7027,0,103,多策略,2212,1,1,10.6,5300,20230614132553,10.6,5300,20230614132553,4,1.12
3322845981922816000,6880872434086000941,20230614,2,7027,0,103,多策略,600536,1,1,48.8,700,20230614132553,0.0,0,20230614132553,5,0.68
3322846394239676416,6880872434086001261,20230614,2,7027,0,103,多策略,603533,1,2,36.14,900,20230614132553,0.0,0,20230614132553,5,33.18
3322846600398106624,6880872434086001318,20230614,2,7027,0,103,多策略,603823,1,2,14.66,600,20230614132553,14.66,600,20230614132553,4,8.97
